cdr3_length
15
14
13
14
14
13
13
15
13
14
13
13
14
13
16
14
13
15
14
16
15
12
12
15
14
14
15
13
14
14
14
16
15
16
15
16
13
11
16
15
13
13
14
13
15
14
12
12
14
14
14
13
12
15
9
15
14
16
15
14
13
14
13
15
14
12
15
14
13
12
14
14
15
14
14
13
15
14
15
13
10
16
15
12
13
16
13
12
15
15
15
15
14
12
17
12
12
14
14
13
13
14
12
12
14
13
12
14
17
14
14
13
13
12
12
15
15
14
16
14
13
13
12
13
11
15
12
15
15
15
13
13
12
16
15
14
13
13
13
13
12
14
14
12
16
14
13
13
11
16
15
13
13
13
12
12
16
16
15
15
14
16
16
15
13
11
11
9
15
14
12
12
12
16
15
15
15
15
15
14
13
13
13
13
12
15
13
13
11
17
15
14
13
13
13
16
15
14
13
13
13
13
12
10
16
16
14
14
13
13
13
12
12
12
12
16
15
15
15
14
14
14
13
12
15
14
14
14
14
13
13
13
12
12
17
14
13
13
13
12
12
11
10
10
16
16
16
15
15
14
14
14
14
14
14
13
13
13
12
12
12
12
12
12
11
11
16
16
16
15
14
14
14
13
13
12
17
16
15
15
15
14
14
14
13
13
13
13
11
11
16
16
15
13
13
12
12
12
12
10
15
14
14
14
14
14
13
12
12
11
17
16
16
16
15
15
15
15
15
14
14
14
14
14
14
14
14
14
14
13
13
13
13
13
12
12
12
11
16
16
15
15
15
15
14
14
14
14
14
13
13
13
13
13
13
13
12
12
12
11
11
7
20
19
17
16
16
15
15
15
15
15
15
14
14
14
14
14
14
14
14
14
13
13
13
13
12
12
12
11
11
9
16
15
15
15
15
15
15
14
14
14
14
14
14
13
13
13
13
12
12
12
12
12
11
11
11
11
16
16
15
15
15
15
14
14
14
14
14
14
14
14
13
13
13
13
13
13
13
13
13
13
12
12
12
12
12
12
11
11
16
16
16
16
15
15
15
15
15
15
15
14
14
14
14
14
14
14
14
13
13
13
13
13
12
12
12
12
11
10
20
19
18
16
16
16
15
15
15
15
15
15
14
14
14
14
14
13
13
13
12
12
12
12
12
12
12
11
11
11
18
17
16
16
15
15
15
15
15
15
14
14
14
14
14
14
13
13
13
13
13
13
13
13
13
13
12
12
12
12
11
11
10
16
16
16
16
15
15
15
15
15
15
15
14
14
14
14
14
14
14
14
14
14
14
14
14
14
13
13
13
13
13
13
13
13
13
13
13
13
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
11
11
11
11
11
10
18
17
17
16
16
15
15
15
15
15
14
14
14
14
14
14
14
14
13
13
13
13
13
12
12
12
12
12
12
12
12
12
12
12
11
11
11
11
10
10
10
10
18
17
17
17
17
16
16
16
15
15
15
15
15
15
15
15
15
15
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
12
12
12
12
12
12
12
12
12
12
12
12
11
11
11
11
10
10
9
18
17
17
17
17
17
16
16
16
16
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
14
14
14
14
14
14
14
14
14
14
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
12
12
12
12
12
12
12
12
12
12
12
11
11
11
11
11
11
11
11
11
10
9
17
17
17
17
16
16
16
16
16
16
16
15
15
15
15
15
15
15
15
15
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
12
12
12
12
12
12
12
12
12
11
11
11
10
9
9
7
7
18
17
17
16
16
16
16
16
16
16
16
16
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
12
12
12
12
12
12
12
12
12
12
12
12
12
11
11
11
11
11
11
10
10
10
7
17
17
17
17
16
16
16
16
16
16
16
16
16
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
11
11
11
11
11
11
11
11
11
11
10
10
19
18
17
16
16
16
16
16
16
