,group,names,scores,logfoldchanges,pvals,pvals_adj
3316,control,CALCRL,-0.84139043,,0.400129246436532,0.7294972587721642
3317,control,CH25H,-0.8510212,,0.39475759822686185,0.721018444249976
3318,control,RGS10,-0.8512621,,0.3946237649181369,0.721018444249976
3319,control,ENG,-0.85220516,,0.39410024577297087,0.721018444249976
3320,control,SLC7A7,-0.85269374,,0.39382917253077254,0.721018444249976
3321,control,STOM,-0.85372335,,0.3932582879317461,0.7209134517538884
3322,control,HIST1H1D,-0.8635359,,0.38784288689409674,0.7122918032949436
3323,control,ARHGAP24,-0.8657253,,0.38664082804342104,0.7113906679731758
3324,control,CCL4L2,-0.86847365,2.2358625,0.38513508733380564,0.7092727206884081
3325,control,AC138305.1,-0.86921483,,0.3847296346915575,0.7091790501226867
3326,control,ALOX5AP,-0.87195635,,0.38323219919338924,0.7077233595445785
3327,control,CLEC1A,-0.8771934,4.421336,0.38038159005570193,0.7037587235073116
3328,control,CLIC1,-0.8853857,,0.3759486554415866,0.6968464419677232
3329,control,ABCB1,-0.8921885,3.9854562,0.3722919124221905,0.6907085573695556
3330,control,DUSP2,-0.8958503,,0.37033271823282254,0.6877116401723724
3331,control,TGFBI,-0.8991567,2.026882,0.3685691989062362,0.6856815206393287
3332,control,PODXL,-0.8996037,0.5918272,0.3683311881071165,0.6856815206393287
3333,control,MAML3,-0.90081763,,0.36768529333740696,0.6853407145152041
3334,control,AC128685.1,-0.91249025,,0.3615106878169263,0.6744602384644147
3335,control,AC012150.1,-0.9179061,,0.35866801871053566,0.6697815475453515
3336,control,FRRS1,-0.91944724,,0.3578616935010811,0.6689003616842637
3337,control,PRDM1,-0.9239281,,0.35552376829730814,0.6657748469987044
3338,control,SIGLEC8,-0.9268134,,0.354023418447157,0.663586538795046
3339,control,AP001636.3,-0.93338996,,0.35061866146995624,0.659057634342023
3340,control,LINC02391,-0.93602633,,0.34925962531512533,0.657120649699201
3341,control,RAC2,-0.939426,,0.34751205375013594,0.6545678044992791
3342,control,GIMAP4,-0.9529298,,0.34062565268712464,0.6432967944988189
3343,control,CXorf21,-0.9630207,,0.3355371512397124,0.6354870288630916
3344,control,CCL4,-0.964627,4.6208525,0.3347316555301013,0.6346560723749427
3345,control,LAMA3,-0.9658713,,0.3341085883398478,0.634584213371031
3346,control,C3AR1,-0.96978134,,0.33215550754988954,0.6314743489541625
3347,control,PLA2G7,-0.9774533,,0.32834477779097104,0.6266121713568149
3348,control,LINC01480,-0.9795557,,0.32730547796892007,0.6252253638374787
3349,control,BATF,-0.980521,,0.32682898396855664,0.624912015236246
3350,control,EYS,-1.011632,,0.31171403290791777,0.5968788268290446
3351,control,CLECL1,-1.015837,,0.30970702192463295,0.593877319126813
3352,control,LINC02513,-1.0158448,4.8805137,0.3097032965154648,0.593877319126813
3353,control,HSPB3,-1.027755,,0.3040651033680003,0.5841788729452456
3354,control,GPSM3,-1.0300804,,0.30297227506191515,0.582638990503683
3355,control,HIST1H2BF,-1.0307431,5.252409,0.3026612856922195,0.5826011274152445
3356,control,PRDM6,-1.0309105,,0.3025828110121156,0.5826011274152445
