,group,names,scores,logfoldchanges,pvals,pvals_adj
223,0,NR4A1,4.7395005,,2.1424561655149773e-06,1.1612228539376571e-05
224,0,EZR,4.7369,,2.1701209629122848e-06,1.1730383583309648e-05
225,0,S100A11,4.7290826,,2.255366639799714e-06,1.2158310726683095e-05
226,0,CSF1,4.71724,,2.3906602627288904e-06,1.2853012165209089e-05
227,0,A2M,4.690891,,2.720182831764491e-06,1.4546432255425087e-05
228,0,DACH1,4.6284943,,3.6833365275330734e-06,1.9488553055730546e-05
229,0,NHSL1,4.626551,,3.7180514290479314e-06,1.9620324163841327e-05
230,0,CYBA,4.6102257,,4.022321796229743e-06,2.1170114716998645e-05
231,0,CLIC1,4.5918236,,4.3938995841858015e-06,2.306508968076536e-05
232,0,ADAMTS1,4.58839,,4.466777949491597e-06,2.3386271986867e-05
233,0,AEBP1,4.583129,,4.580694721361507e-06,2.3920076873950427e-05
234,0,GHR,4.560304,,5.1079584103515125e-06,2.6603950053914126e-05
235,0,SAT1,4.55023,,5.358730591967304e-06,2.7765443481695875e-05
236,0,STC1,4.543215,,5.540271829213979e-06,2.8631895758211774e-05
237,0,LGALS3,4.524181,,6.062983761567211e-06,3.117215301576972e-05
238,0,XAF1,4.488186,,7.183229918925968e-06,3.674286403542695e-05
239,0,TRABD2B,4.459892,,8.200095401489391e-06,4.1624849753753257e-05
240,0,AC002546.1,4.4468203,,8.715073335249303e-06,4.4126953596199e-05
241,0,COL3A1,4.4023237,,1.0709764017711473e-05,5.4089717261169055e-05
242,0,MLPH,4.3641396,,1.2762396955870874e-05,6.413264801945163e-05
243,0,IRAK3,4.2950296,,1.746699504599395e-05,8.690047286564154e-05
244,0,EPSTI1,4.256754,,2.0741649977518687e-05,0.00010167475479175827
245,0,PLSCR4,4.2379637,,2.255561067888955e-05,0.00011029638473784621
246,0,HIF1A,4.183748,,2.8674233923867215e-05,0.00013919531031003504
247,0,GLI3,4.1301045,,3.625980166690577e-05,0.00017559225988816356
248,0,ZFP36,4.123925,,3.7246964184858685e-05,0.00017950344185474067
249,0,TNS3,4.117305,,3.8332897132088736e-05,0.00018385082557356708
250,0,ISM1,4.0777345,,4.5476616965235346e-05,0.0002170721573519587
251,0,ACTA2,4.045377,,5.223899636425074e-05,0.0002469928906111146
252,0,FOS,4.0247784,,5.70290475656496e-05,0.0002683719885442334
253,0,CHST15,3.9920552,,6.550311258990298e-05,0.00030680614796207485
254,0,CDKN1A,3.9784355,,6.937020940841762e-05,0.0003241598570486805
255,0,MGP,3.9484158,,7.867009363266182e-05,0.0003659074122449387
256,0,NOSTRIN,3.9314637,,8.44302121771663e-05,0.00039178752750425197
257,0,LHFPL2,3.9202287,,8.846497743487636e-05,0.0004095600807170202
258,0,THSD4,3.8854425,,0.00010214370655663888,0.00047179541134706183
259,0,SERPINH1,3.8751605,,0.00010655451487255075,0.0004910346307490818
